danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,unique_track
0.513,0.826,8,-8.407,0,0.0574,0.555,3.48e-05,0.366,0.539,94.582,audio_features,0OwvrdjaJOypNsNQHyBWE5,spotify:track:0OwvrdjaJOypNsNQHyBWE5,https://api.spotify.com/v1/tracks/0OwvrdjaJOypNsNQHyBWE5,https://api.spotify.com/v1/audio-analysis/0OwvrdjaJOypNsNQHyBWE5,177227,4,Marlena Shaw - California Soul
0.894,0.607,11,-8.274,1,0.0415,0.0833,0.000249,0.31,0.911,125.466,audio_features,0RAiBUgOC5pgFUHsldtix3,spotify:track:0RAiBUgOC5pgFUHsldtix3,https://api.spotify.com/v1/tracks/0RAiBUgOC5pgFUHsldtix3,https://api.spotify.com/v1/audio-analysis/0RAiBUgOC5pgFUHsldtix3,359907,4,The Jacksons - Can You Feel It
0.596,0.62,5,-6.133,0,0.039,0.0122,0.0,0.82,0.102,80.029,audio_features,0mEdbdeRFQwBhN4xfyIeUM,spotify:track:0mEdbdeRFQwBhN4xfyIeUM,https://api.spotify.com/v1/tracks/0mEdbdeRFQwBhN4xfyIeUM,https://api.spotify.com/v1/audio-analysis/0mEdbdeRFQwBhN4xfyIeUM,271600,4,Kanye West - Can't Tell Me Nothing
0.693,0.504,6,-8.306,1,0.238,0.00299,0.0,0.695,0.723,102.139,audio_features,4UQMOPSUVJVicIQzjAcRRZ,spotify:track:4UQMOPSUVJVicIQzjAcRRZ,https://api.spotify.com/v1/tracks/4UQMOPSUVJVicIQzjAcRRZ,https://api.spotify.com/v1/audio-analysis/4UQMOPSUVJVicIQzjAcRRZ,167600,4,Kanye West - Champion
0.679,0.908,8,-3.411,1,0.202,0.234,0.0,0.0821,0.687,85.918,audio_features,4SE4yewyGpOYfxfx59Yjc5,spotify:track:4SE4yewyGpOYfxfx59Yjc5,https://api.spotify.com/v1/tracks/4SE4yewyGpOYfxfx59Yjc5,https://api.spotify.com/v1/audio-analysis/4SE4yewyGpOYfxfx59Yjc5,279013,4,Eminem - Cinderella Man
0.436,0.846,5,-7.583,0,0.0849,0.00402,0.00131,0.0964,0.57,159.947,audio_features,43x0HGe5dHSNteuhg03Wjq,spotify:track:43x0HGe5dHSNteuhg03Wjq,https://api.spotify.com/v1/tracks/43x0HGe5dHSNteuhg03Wjq,https://api.spotify.com/v1/audio-analysis/43x0HGe5dHSNteuhg03Wjq,203627,4,Janelle Monáe - Cold War
0.619,0.972,11,-0.517,1,0.416,0.13,0.0,0.782,0.584,169.04,audio_features,3Tj1luJyKPQt7WbrqpJ2Az,spotify:track:3Tj1luJyKPQt7WbrqpJ2Az,https://api.spotify.com/v1/tracks/3Tj1luJyKPQt7WbrqpJ2Az,https://api.spotify.com/v1/audio-analysis/3Tj1luJyKPQt7WbrqpJ2Az,303733,4,Eminem - Cold Wind Blows
0.761,0.516,0,-10.229,1,0.044,0.171,3.21e-06,0.265,0.562,133.999,audio_features,2RRFTLIglxHgAYQzsSLI4Y,spotify:track:2RRFTLIglxHgAYQzsSLI4Y,https://api.spotify.com/v1/tracks/2RRFTLIglxHgAYQzsSLI4Y,https://api.spotify.com/v1/audio-analysis/2RRFTLIglxHgAYQzsSLI4Y,164333,4,Kanye West - Coldest Winter
0.314,0.797,0,-9.026,1,0.038,0.0057,5.59e-05,0.0718,0.569,145.393,audio_features,2fXKyAyPrEa24c6PJyqznF,spotify:track:2fXKyAyPrEa24c6PJyqznF,https://api.spotify.com/v1/tracks/2fXKyAyPrEa24c6PJyqznF,https://api.spotify.com/v1/audio-analysis/2fXKyAyPrEa24c6PJyqznF,351627,4,Pulp - Common People - Full Length Version; Album Version
0.468,0.457,7,-10.451,1,0.0284,0.633,0.941,0.105,0.13,118.003,audio_features,4S4DVFQkLbfhZbGQxoRtPR,spotify:track:4S4DVFQkLbfhZbGQxoRtPR,https://api.spotify.com/v1/tracks/4S4DVFQkLbfhZbGQxoRtPR,https://api.spotify.com/v1/audio-analysis/4S4DVFQkLbfhZbGQxoRtPR,304493,4,Empire Of The Sun - Country
0.569,0.869,3,-5.432,0,0.217,0.0342,0.0,0.0718,0.492,86.62,audio_features,5kMsjfhYMZ1L9Btuu0AIRx,spotify:track:5kMsjfhYMZ1L9Btuu0AIRx,https://api.spotify.com/v1/tracks/5kMsjfhYMZ1L9Btuu0AIRx,https://api.spotify.com/v1/audio-analysis/5kMsjfhYMZ1L9Btuu0AIRx,256387,4,JAY Z - D.O.A. (Death Of Auto-Tune)
0.569,0.869,3,-5.432,0,0.217,0.0342,0.0,0.0718,0.492,86.62,audio_features,5kMsjfhYMZ1L9Btuu0AIRx,spotify:track:5kMsjfhYMZ1L9Btuu0AIRx,https://api.spotify.com/v1/tracks/5kMsjfhYMZ1L9Btuu0AIRx,https://api.spotify.com/v1/audio-analysis/5kMsjfhYMZ1L9Btuu0AIRx,256387,4,JAY Z - D.O.A. [Death of Auto-Tune]
0.664,0.589,0,-14.415,1,0.0406,0.259,0.00587,0.221,0.54,102.74,audio_features,2JvPJ8ydPuN2NhpH4oti6I,spotify:track:2JvPJ8ydPuN2NhpH4oti6I,https://api.spotify.com/v1/tracks/2JvPJ8ydPuN2NhpH4oti6I,https://api.spotify.com/v1/audio-analysis/2JvPJ8ydPuN2NhpH4oti6I,240800,4,Wang Chung - Dance Hall Days
0.763,0.901,6,-8.328,1,0.165,0.0714,0.0109,0.251,0.762,119.968,audio_features,4t18Py5qQvK6DriDoPkPrO,spotify:track:4t18Py5qQvK6DriDoPkPrO,https://api.spotify.com/v1/tracks/4t18Py5qQvK6DriDoPkPrO,https://api.spotify.com/v1/audio-analysis/4t18Py5qQvK6DriDoPkPrO,192507,4,Janelle Monáe - Dance or Die - feat. Saul Williams
0.599,0.587,5,-5.919,1,0.0423,0.274,0.0,0.167,0.373,87.998,audio_features,7yNK27ZTpHew0c55VvIJgm,spotify:track:7yNK27ZTpHew0c55VvIJgm,https://api.spotify.com/v1/tracks/7yNK27ZTpHew0c55VvIJgm,https://api.spotify.com/v1/audio-analysis/7yNK27ZTpHew0c55VvIJgm,280787,4,Kanye West - Dark Fantasy
0.587,0.958,9,-5.525,1,0.0885,0.00127,0.000402,0.142,0.292,105.008,audio_features,0Dn8G1WBbt2SXlwzU5NbmN,spotify:track:0Dn8G1WBbt2SXlwzU5NbmN,https://api.spotify.com/v1/tracks/0Dn8G1WBbt2SXlwzU5NbmN,https://api.spotify.com/v1/audio-analysis/0Dn8G1WBbt2SXlwzU5NbmN,302613,4,Kasabian - Days Are Forgotten
0.758,0.912,0,-8.758,0,0.349,0.172,1.09e-06,0.149,0.573,87.335,audio_features,3nDYsXggRQxf7PCNUjR4rz,spotify:track:3nDYsXggRQxf7PCNUjR4rz,https://api.spotify.com/v1/tracks/3nDYsXggRQxf7PCNUjR4rz,https://api.spotify.com/v1/audio-analysis/3nDYsXggRQxf7PCNUjR4rz,266067,4,JAY Z - Dead Presidents II
0.287,0.975,10,-8.732,1,0.0796,0.185,0.00924,0.46,0.441,169.424,audio_features,6LR5yuN6XStHDZiusCxqYe,spotify:track:6LR5yuN6XStHDZiusCxqYe,https://api.spotify.com/v1/tracks/6LR5yuN6XStHDZiusCxqYe,https://api.spotify.com/v1/audio-analysis/6LR5yuN6XStHDZiusCxqYe,260693,4,Meat Loaf - Dead Ringer for Love
0.65,0.9,1,-4.099,0,0.374,0.0252,0.0,0.176,0.659,89.788,audio_features,4C7Ss9bTPOWJMh3rarF1mN,spotify:track:4C7Ss9bTPOWJMh3rarF1mN,https://api.spotify.com/v1/tracks/4C7Ss9bTPOWJMh3rarF1mN,https://api.spotify.com/v1/audio-analysis/4C7Ss9bTPOWJMh3rarF1mN,206493,4,Black Star - Definition
0.63,0.576,7,-9.046,0,0.0304,0.217,0.686,0.129,0.471,138.009,audio_features,27ViQppP3LZPCJl2A0w9kp,spotify:track:27ViQppP3LZPCJl2A0w9kp,https://api.spotify.com/v1/tracks/27ViQppP3LZPCJl2A0w9kp,https://api.spotify.com/v1/audio-analysis/27ViQppP3LZPCJl2A0w9kp,338280,4,Zero 7 - Destiny
0.435,0.76,8,-4.935,0,0.0721,0.0175,0.0,0.158,0.206,80.082,audio_features,1UGD3lW3tDmgZfAVDh6w7r,spotify:track:1UGD3lW3tDmgZfAVDh6w7r,https://api.spotify.com/v1/tracks/1UGD3lW3tDmgZfAVDh6w7r,https://api.spotify.com/v1/audio-analysis/1UGD3lW3tDmgZfAVDh6w7r,351947,4,Kanye West - Devil In A New Dress
0.78,0.657,1,-7.149,1,0.317,0.0321,2.56e-06,0.339,0.648,163.969,audio_features,3IrkbGQCoEPAkzJ0Tkv8nm,spotify:track:3IrkbGQCoEPAkzJ0Tkv8nm,https://api.spotify.com/v1/tracks/3IrkbGQCoEPAkzJ0Tkv8nm,https://api.spotify.com/v1/audio-analysis/3IrkbGQCoEPAkzJ0Tkv8nm,245173,4,JAY Z - Dirt Off Your Shoulder
0.565,0.902,7,-7.579,0,0.0725,0.0132,0.0,0.0561,0.544,133.11,audio_features,2aC8wwfrM0YeTAzzk8hxqC,spotify:track:2aC8wwfrM0YeTAzzk8hxqC,https://api.spotify.com/v1/tracks/2aC8wwfrM0YeTAzzk8hxqC,https://api.spotify.com/v1/audio-analysis/2aC8wwfrM0YeTAzzk8hxqC,273573,4,Pulp - Disco 2000
0.404,0.902,7,-5.685,0,0.0468,0.0431,0.0,0.119,0.231,131.894,audio_features,0txLC5NA64M8siGn3mnET0,spotify:track:0txLC5NA64M8siGn3mnET0,https://api.spotify.com/v1/tracks/0txLC5NA64M8siGn3mnET0,https://api.spotify.com/v1/audio-analysis/0txLC5NA64M8siGn3mnET0,262827,4,Pulp - Do You Remember The First Time?
0.425,0.864,9,-4.951,0,0.0593,0.00139,1.71e-05,0.0901,0.769,138.222,audio_features,0YY9bJCAk7eJliNKvlxGV4,spotify:track:0YY9bJCAk7eJliNKvlxGV4,https://api.spotify.com/v1/tracks/0YY9bJCAk7eJliNKvlxGV4,https://api.spotify.com/v1/audio-analysis/0YY9bJCAk7eJliNKvlxGV4,245760,4,The Kooks - Do You Wanna
0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,audio_features,3fH4KjXFYMmljxrcGrbPj9,spotify:track:3fH4KjXFYMmljxrcGrbPj9,https://api.spotify.com/v1/tracks/3fH4KjXFYMmljxrcGrbPj9,https://api.spotify.com/v1/audio-analysis/3fH4KjXFYMmljxrcGrbPj9,263040,4,Simple Minds - Don't You (Forget About Me) - 2001 Remastered Version
0.438,0.899,11,-4.611,0,0.0616,0.00252,1.13e-06,0.0262,0.858,152.122,audio_features,1pupZAolKxl6ytRMSr6oNj,spotify:track:1pupZAolKxl6ytRMSr6oNj,https://api.spotify.com/v1/tracks/1pupZAolKxl6ytRMSr6oNj,https://api.spotify.com/v1/audio-analysis/1pupZAolKxl6ytRMSr6oNj,146120,4,The Kooks - Down To The Market
0.891,0.632,0,-12.245,1,0.0613,0.216,0.00711,0.135,0.913,116.625,audio_features,21kwcsNL7YnianpVjXumHc,spotify:track:21kwcsNL7YnianpVjXumHc,https://api.spotify.com/v1/tracks/21kwcsNL7YnianpVjXumHc,https://api.spotify.com/v1/audio-analysis/21kwcsNL7YnianpVjXumHc,262560,4,Miami Sound Machine - Dr. Beat
0.661,0.442,10,-7.297,0,0.0285,0.0697,1.15e-05,0.136,0.299,82.758,audio_features,7DRuzSlhjKadgdsQRYZ0tr,spotify:track:7DRuzSlhjKadgdsQRYZ0tr,https://api.spotify.com/v1/tracks/7DRuzSlhjKadgdsQRYZ0tr,https://api.spotify.com/v1/audio-analysis/7DRuzSlhjKadgdsQRYZ0tr,313227,3,Kanye West - Drunk and Hot Girls
0.654,0.568,8,-8.587,0,0.0434,0.113,0.0,0.094,0.595,79.406,audio_features,4dc1G54hSmSL5HQuQvRNA1,spotify:track:4dc1G54hSmSL5HQuQvRNA1,https://api.spotify.com/v1/tracks/4dc1G54hSmSL5HQuQvRNA1,https://api.spotify.com/v1/audio-analysis/4dc1G54hSmSL5HQuQvRNA1,219280,4,Ms. Dynamite - Dy-Na-Mi-Tee
0.217,0.973,9,-4.106,1,0.157,0.00525,0.0,0.304,0.347,168.053,audio_features,3ba7zW5WhAWlnw9rLR2e75,spotify:track:3ba7zW5WhAWlnw9rLR2e75,https://api.spotify.com/v1/tracks/3ba7zW5WhAWlnw9rLR2e75,https://api.spotify.com/v1/audio-analysis/3ba7zW5WhAWlnw9rLR2e75,133120,4,The Kooks - Eddie's Gun
0.475,0.905,4,-4.918,0,0.111,0.00299,5.28e-05,0.328,0.279,119.9,audio_features,14QIAOdHU2moF53egeO6RS,spotify:track:14QIAOdHU2moF53egeO6RS,https://api.spotify.com/v1/tracks/14QIAOdHU2moF53egeO6RS,https://api.spotify.com/v1/audio-analysis/14QIAOdHU2moF53egeO6RS,232987,4,Kasabian - Empire
0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,audio_features,2igwFfvr1OAGX9SKDCPBwO,spotify:track:2igwFfvr1OAGX9SKDCPBwO,https://api.spotify.com/v1/tracks/2igwFfvr1OAGX9SKDCPBwO,https://api.spotify.com/v1/audio-analysis/2igwFfvr1OAGX9SKDCPBwO,276920,4,JAY Z - Empire State Of Mind [Jay-Z + Alicia Keys]
0.382,0.92,10,-1.149,0,0.259,0.285,0.00125,0.973,0.525,98.907,audio_features,1GzNGrxi4NIOKu0Z4npUss,spotify:track:1GzNGrxi4NIOKu0Z4npUss,https://api.spotify.com/v1/tracks/1GzNGrxi4NIOKu0Z4npUss,https://api.spotify.com/v1/audio-analysis/1GzNGrxi4NIOKu0Z4npUss,250973,1,JAY Z - Encore
0.631,0.623,8,-6.969,1,0.265,0.463,1.7e-06,0.151,0.765,80.23,audio_features,0NrtwAmRAdLxua31SzHvXr,spotify:track:0NrtwAmRAdLxua31SzHvXr,https://api.spotify.com/v1/tracks/0NrtwAmRAdLxua31SzHvXr,https://api.spotify.com/v1/audio-analysis/0NrtwAmRAdLxua31SzHvXr,227893,4,Kanye West - Everything I Am
0.714,0.862,6,-5.531,1,0.286,0.0305,0.0,0.0884,0.887,92.849,audio_features,0ZHu7jkSSrT0eK4OxuG4O5,spotify:track:0ZHu7jkSSrT0eK4OxuG4O5,https://api.spotify.com/v1/tracks/0ZHu7jkSSrT0eK4OxuG4O5,https://api.spotify.com/v1/audio-analysis/0ZHu7jkSSrT0eK4OxuG4O5,281240,4,JAY Z - Excuse Me Miss
0.363,0.991,6,-2.561,0,0.0791,0.113,0.0265,0.0792,0.476,175.064,audio_features,1ZZMu5cxiU4eFUNVwMnCJq,spotify:track:1ZZMu5cxiU4eFUNVwMnCJq,https://api.spotify.com/v1/tracks/1ZZMu5cxiU4eFUNVwMnCJq,https://api.spotify.com/v1/audio-analysis/1ZZMu5cxiU4eFUNVwMnCJq,249947,4,Kasabian - Fast Fuse
0.719,0.796,1,-9.297,1,0.0452,0.0702,0.069,0.306,0.733,119.958,audio_features,5v6suM7KET9x01oE8T1snC,spotify:track:5v6suM7KET9x01oE8T1snC,https://api.spotify.com/v1/tracks/5v6suM7KET9x01oE8T1snC,https://api.spotify.com/v1/audio-analysis/5v6suM7KET9x01oE8T1snC,199267,4,Janelle Monáe - Faster
0.525,0.742,10,-5.643,1,0.0311,0.0874,0.149,0.117,0.179,117.029,audio_features,0Ln5tJyLX5qusquBOtq7wf,spotify:track:0Ln5tJyLX5qusquBOtq7wf,https://api.spotify.com/v1/tracks/0Ln5tJyLX5qusquBOtq7wf,https://api.spotify.com/v1/audio-analysis/0Ln5tJyLX5qusquBOtq7wf,252280,4,Kasabian - Fire
0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482,audio_features,5TRPicyLGbAF2LGBFbHGvO,spotify:track:5TRPicyLGbAF2LGBFbHGvO,https://api.spotify.com/v1/tracks/5TRPicyLGbAF2LGBFbHGvO,https://api.spotify.com/v1/audio-analysis/5TRPicyLGbAF2LGBFbHGvO,237507,4,Kanye West - Flashing Lights
0.546,0.895,9,-7.189,1,0.0579,0.0819,1.42e-05,0.0768,0.494,174.089,audio_features,6W2VbtvMrDXm5vYeB7amkO,spotify:track:6W2VbtvMrDXm5vYeB7amkO,https://api.spotify.com/v1/tracks/6W2VbtvMrDXm5vYeB7amkO,https://api.spotify.com/v1/audio-analysis/6W2VbtvMrDXm5vYeB7amkO,220707,4,Kenny Loggins - Footloose
0.838,0.763,10,-11.132,0,0.227,0.0915,1.37e-05,0.123,0.544,104.958,audio_features,4JNTpbntShpUpACDUzwHV5,spotify:track:4JNTpbntShpUpACDUzwHV5,https://api.spotify.com/v1/tracks/4JNTpbntShpUpACDUzwHV5,https://api.spotify.com/v1/audio-analysis/4JNTpbntShpUpACDUzwHV5,224160,4,Common - GO!
0.377,0.718,3,-6.166,1,0.0364,0.042,0.0,0.0855,0.716,148.158,audio_features,0egYeISQ8ihu7g8ciYPj15,spotify:track:0egYeISQ8ihu7g8ciYPj15,https://api.spotify.com/v1/tracks/0egYeISQ8ihu7g8ciYPj15,https://api.spotify.com/v1/audio-analysis/0egYeISQ8ihu7g8ciYPj15,239960,4,The Kooks - Gap
0.59,0.737,7,-5.867,1,0.0384,0.404,0.0,0.108,0.877,132.966,audio_features,676Rf0qIOh2gKNEl9TnCOx,spotify:track:676Rf0qIOh2gKNEl9TnCOx,https://api.spotify.com/v1/tracks/676Rf0qIOh2gKNEl9TnCOx,https://api.spotify.com/v1/audio-analysis/676Rf0qIOh2gKNEl9TnCOx,164160,4,The Temptations - Get Ready
0.615,0.913,10,-5.077,0,0.0816,0.178,0.0,0.0773,0.45,129.944,audio_features,6FbGlkHKGkYqpSCuBgurn3,spotify:track:6FbGlkHKGkYqpSCuBgurn3,https://api.spotify.com/v1/tracks/6FbGlkHKGkYqpSCuBgurn3,https://api.spotify.com/v1/audio-analysis/6FbGlkHKGkYqpSCuBgurn3,188000,4,David Guetta - Gettin' Over You (feat. Fergie & LMFAO)
0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,audio_features,4y1LsJpmMti1PfRQV9AWWe,spotify:track:4y1LsJpmMti1PfRQV9AWWe,https://api.spotify.com/v1/tracks/4y1LsJpmMti1PfRQV9AWWe,https://api.spotify.com/v1/audio-analysis/4y1LsJpmMti1PfRQV9AWWe,238267,4,Cyndi Lauper - Girls Just Want to Have Fun
0.509,0.952,2,-4.444,0,0.336,0.144,0.0,0.135,0.7,83.068,audio_features,0vzb8Ii9B2fP9c0POFGPOZ,spotify:track:0vzb8Ii9B2fP9c0POFGPOZ,https://api.spotify.com/v1/tracks/0vzb8Ii9B2fP9c0POFGPOZ,https://api.spotify.com/v1/audio-analysis/0vzb8Ii9B2fP9c0POFGPOZ,275373,4,"JAY Z - Girls, Girls, Girls"
0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,audio_features,4QNpBfC0zvjKqPJcyqBy9W,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,https://api.spotify.com/v1/tracks/4QNpBfC0zvjKqPJcyqBy9W,https://api.spotify.com/v1/audio-analysis/4QNpBfC0zvjKqPJcyqBy9W,252307,4,Pitbull - Give Me Everything
0.693,0.899,0,-4.084,1,0.259,0.0197,0.0,0.0594,0.319,86.048,audio_features,0ZqWBTU1EkdVPAMwQgfKiv,spotify:track:0ZqWBTU1EkdVPAMwQgfKiv,https://api.spotify.com/v1/tracks/0ZqWBTU1EkdVPAMwQgfKiv,https://api.spotify.com/v1/audio-analysis/0ZqWBTU1EkdVPAMwQgfKiv,298893,4,Eminem - Going Through Changes
0.439,0.808,1,-6.881,1,0.346,0.00305,0.0,0.439,0.487,82.962,audio_features,4ZPdLEztrlZqbJkgHNw54L,spotify:track:4ZPdLEztrlZqbJkgHNw54L,https://api.spotify.com/v1/tracks/4ZPdLEztrlZqbJkgHNw54L,https://api.spotify.com/v1/audio-analysis/4ZPdLEztrlZqbJkgHNw54L,207000,4,Kanye West - Good Life
0.48,0.631,7,-5.488,1,0.116,0.0791,0.000105,0.149,0.515,84.164,audio_features,6MXXY2eiWkpDCezVCc0cMH,spotify:track:6MXXY2eiWkpDCezVCc0cMH,https://api.spotify.com/v1/tracks/6MXXY2eiWkpDCezVCc0cMH,https://api.spotify.com/v1/audio-analysis/6MXXY2eiWkpDCezVCc0cMH,195093,4,Kanye West - Good Morning
0.598,0.713,6,-3.625,0,0.0326,0.0207,0.000175,0.431,0.118,91.964,audio_features,23SZWX2IaDnxmhFsSLvkG2,spotify:track:23SZWX2IaDnxmhFsSLvkG2,https://api.spotify.com/v1/tracks/23SZWX2IaDnxmhFsSLvkG2,https://api.spotify.com/v1/audio-analysis/23SZWX2IaDnxmhFsSLvkG2,357653,4,Kanye West - Gorgeous
0.648,0.374,7,-10.543,1,0.0421,0.0377,0.436,0.0797,0.223,130.628,audio_features,0aWWsKJCNk9NbUV9CNgqgX,spotify:track:0aWWsKJCNk9NbUV9CNgqgX,https://api.spotify.com/v1/tracks/0aWWsKJCNk9NbUV9CNgqgX,https://api.spotify.com/v1/audio-analysis/0aWWsKJCNk9NbUV9CNgqgX,217867,4,The Kooks - Got No Love
0.699,0.869,11,-4.263,0,0.238,0.0118,0.0,0.0982,0.616,93.612,audio_features,09wQdd0JQbkp9yKfRfwhjG,spotify:track:09wQdd0JQbkp9yKfRfwhjG,https://api.spotify.com/v1/tracks/09wQdd0JQbkp9yKfRfwhjG,https://api.spotify.com/v1/audio-analysis/09wQdd0JQbkp9yKfRfwhjG,228627,4,Nas - Got Ur Self A...
0.771,0.738,0,-4.88,1,0.0303,0.00423,0.00419,0.501,0.761,126.983,audio_features,4PQvPkoHfYx91W6cpCXoq5,spotify:track:4PQvPkoHfYx91W6cpCXoq5,https://api.spotify.com/v1/tracks/4PQvPkoHfYx91W6cpCXoq5,https://api.spotify.com/v1/audio-analysis/4PQvPkoHfYx91W6cpCXoq5,234360,4,Empire Of The Sun - Half Mast
0.766,0.793,4,-6.638,0,0.166,0.0303,8.09e-06,0.173,0.652,91.925,audio_features,2PRsh2LNPxoxC9OnErnelg,spotify:track:2PRsh2LNPxoxC9OnErnelg,https://api.spotify.com/v1/tracks/2PRsh2LNPxoxC9OnErnelg,https://api.spotify.com/v1/audio-analysis/2PRsh2LNPxoxC9OnErnelg,260800,4,Nas - Halftime
0.884,0.679,10,-5.857,0,0.282,0.0957,0.00209,0.0289,0.591,76.993,audio_features,5Tl0HJvynZtKdSUMKbFVVX,spotify:track:5Tl0HJvynZtKdSUMKbFVVX,https://api.spotify.com/v1/tracks/5Tl0HJvynZtKdSUMKbFVVX,https://api.spotify.com/v1/audio-analysis/5Tl0HJvynZtKdSUMKbFVVX,238467,4,JAY Z - Hard Knock Life (Ghetto Anthem)
0.816,0.896,9,-1.736,0,0.332,0.125,0.00337,0.019,0.574,77.008,audio_features,4dUWOra6S6IlEMiaFvb4lc,spotify:track:4dUWOra6S6IlEMiaFvb4lc,https://api.spotify.com/v1/tracks/4dUWOra6S6IlEMiaFvb4lc,https://api.spotify.com/v1/audio-analysis/4dUWOra6S6IlEMiaFvb4lc,240600,4,JAY Z - Hard Knock Life - The Ghetto Anthem
0.738,0.775,6,-2.597,1,0.283,0.242,0.0,0.637,0.75,119.989,audio_features,4GL8l2w8FmIVFOJFPStfWI,spotify:track:4GL8l2w8FmIVFOJFPStfWI,https://api.spotify.com/v1/tracks/4GL8l2w8FmIVFOJFPStfWI,https://api.spotify.com/v1/audio-analysis/4GL8l2w8FmIVFOJFPStfWI,151427,4,JAY Z - Hate [Jay-Z + Kanye West]
0.606,0.943,6,-3.948,1,0.276,0.088,0.0039,0.342,0.802,171.027,audio_features,6gpZSI0xEMTzleBc5ykOVA,spotify:track:6gpZSI0xEMTzleBc5ykOVA,https://api.spotify.com/v1/tracks/6gpZSI0xEMTzleBc5ykOVA,https://api.spotify.com/v1/audio-analysis/6gpZSI0xEMTzleBc5ykOVA,223240,4,JAY Z - Heart Of The City (Ain't No Love)
0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,audio_features,4EWCNWgDS8707fNSZ1oaA5,spotify:track:4EWCNWgDS8707fNSZ1oaA5,https://api.spotify.com/v1/tracks/4EWCNWgDS8707fNSZ1oaA5,https://api.spotify.com/v1/audio-analysis/4EWCNWgDS8707fNSZ1oaA5,211000,4,Kanye West - Heartless
0.605,0.902,4,-5.804,1,0.0385,0.0171,1.31e-06,0.124,0.692,122.866,audio_features,3EvpaRZkKWxsgDIO2zMH7g,spotify:track:3EvpaRZkKWxsgDIO2zMH7g,https://api.spotify.com/v1/tracks/3EvpaRZkKWxsgDIO2zMH7g,https://api.spotify.com/v1/audio-analysis/3EvpaRZkKWxsgDIO2zMH7g,233667,4,Belinda Carlisle - Heaven Is a Place On Earth
0.449,0.813,8,-5.478,1,0.129,0.00142,0.000172,0.106,0.452,177.962,audio_features,3rCNmRonlHN1TXQLcG3dSk,spotify:track:3rCNmRonlHN1TXQLcG3dSk,https://api.spotify.com/v1/tracks/3rCNmRonlHN1TXQLcG3dSk,https://api.spotify.com/v1/audio-analysis/3rCNmRonlHN1TXQLcG3dSk,327787,4,Kanye West - Hell Of A Life
0.762,0.741,0,-5.771,0,0.212,0.0145,0.0,0.227,0.607,110.851,audio_features,5z37OkOEzss0a6F5bxjlkS,spotify:track:5z37OkOEzss0a6F5bxjlkS,https://api.spotify.com/v1/tracks/5z37OkOEzss0a6F5bxjlkS,https://api.spotify.com/v1/audio-analysis/5z37OkOEzss0a6F5bxjlkS,225560,4,Nas - Hip Hop Is Dead
0.616,0.685,9,-15.289,0,0.04,0.0245,1.13e-05,0.0491,0.895,150.055,audio_features,5Hyr47BBGpvOfcykSCcaw9,spotify:track:5Hyr47BBGpvOfcykSCcaw9,https://api.spotify.com/v1/tracks/5Hyr47BBGpvOfcykSCcaw9,https://api.spotify.com/v1/audio-analysis/5Hyr47BBGpvOfcykSCcaw9,348333,4,Bonnie Tyler - Holding Out for a Hero
0.667,0.747,1,-7.059,1,0.189,0.337,0.0,0.115,0.918,86.917,audio_features,4iz9lGMjU1lXS51oPmUmTe,spotify:track:4iz9lGMjU1lXS51oPmUmTe,https://api.spotify.com/v1/tracks/4iz9lGMjU1lXS51oPmUmTe,https://api.spotify.com/v1/audio-analysis/4iz9lGMjU1lXS51oPmUmTe,203493,4,Kanye West - Homecoming
0.651,0.516,0,-13.628,1,0.0277,0.00244,5.93e-05,0.0973,0.453,115.154,audio_features,1o53HbxmOy5TzThJdBaDZb,spotify:track:1o53HbxmOy5TzThJdBaDZb,https://api.spotify.com/v1/tracks/1o53HbxmOy5TzThJdBaDZb,https://api.spotify.com/v1/audio-analysis/1o53HbxmOy5TzThJdBaDZb,388800,4,Bruce Springsteen - Human Touch
0.641,0.894,8,-7.41,1,0.0273,0.0857,0.009,0.157,0.972,109.823,audio_features,1KsI8NEeAna8ZIdojI3FiT,spotify:track:1KsI8NEeAna8ZIdojI3FiT,https://api.spotify.com/v1/tracks/1KsI8NEeAna8ZIdojI3FiT,https://api.spotify.com/v1/audio-analysis/1KsI8NEeAna8ZIdojI3FiT,199453,4,Bruce Springsteen - Hungry Heart
0.837,0.885,6,-3.914,0,0.182,0.103,0.0,0.0666,0.694,95.313,audio_features,2NPxL1QqPrD1a7OLHjVcAP,spotify:track:2NPxL1QqPrD1a7OLHjVcAP,https://api.spotify.com/v1/tracks/2NPxL1QqPrD1a7OLHjVcAP,https://api.spotify.com/v1/audio-analysis/2NPxL1QqPrD1a7OLHjVcAP,253720,4,Nas - I Can
